Firm_ID,Default_Y,CR,DE,ROA,RRV,IG,TB,M,VI,Score_anomaly,P,F,C
1,0,1.8114911021938556,-2.5247518046817357,0.4902757687243226,-3.0206813223485947,-1.137335577285202,-0.34332122141388133,0.2196863046844001,0.30179311220331545,0.35647680090338946,-7.626239107417259,-5.184360012139669,-5.113034641017823
2,0,1.4989931674265193,-1.5415442668352148,-0.018369416914429476,-1.6133180535826028,1.06289052913813,-1.5162645742814513,0.33041680295086184,0.2427912606188377,0.37326697164174355,-4.186894350501364,12.481003716154364,9.305898103394
3,0,0.47044988757426276,-2.097645121401418,0.1871782915003418,0.6370856869102846,-1.2414626695464779,1.9309716188024035,0.2979356872720256,0.3472583444389494,0.4710155714050941,1.493227583516277,3.336626049528018,4.1491224746104445
4,0,2.8107908155174393,-0.27026447510974894,0.8157844206719228,0.8864761357009424,1.4233267170134534,3.1767505519661947,1.0847401326524353,0.1433155346263695,-0.31482344483910507,-1.7486759751236278,7.892222245763819,-8.184611507234791
5,0,1.8569819166415376,-0.7171331598585934,0.31095798256884494,2.2891849347236395,0.9798666116303436,0.14429389945810644,1.0112662915453385,0.33029947280477306,0.06955748528139302,-1.0193758181189199,-1.1993812642773478,-4.044806345408852
6,0,2.830745038987514,-1.3986234599250285,-0.06197941875011495,2.1899408289070763,-0.3197580940132281,0.7107374893615392,0.804242788097471,0.10257462667262747,-0.07682453884526562,-0.6785052365670907,12.380146239740494,-0.48283276525341506
7,0,2.5433221893152647,-1.3325158231200014,-0.018943008726695423,1.5410187944406637,0.6576501527758265,-0.2625325993887694,1.0292530545173904,0.027686467911135493,0.027950076257258892,-1.7021817647165063,6.666280599903081,-5.968566210346405
8,0,0.9282192732833554,-2.6100212630731208,0.07139107607566819,-0.15247807629408472,-1.1856313109526901,-0.17748241199799442,0.4135772159207295,0.3695877745037433,0.5572257315231584,-0.8198184873669603,3.535976222219301,-0.05610599396495211
9,0,0.9493371398131817,-2.0008464695007406,0.2774848699919062,0.9788785415882975,-1.6678403299988314,-1.2317786176661107,0.3363176226148446,0.29244473406532556,0.489352462823904,5.4421000090396525,4.633983148588313,5.11186717705054
10,0,0.7467922427850033,-2.3475705939029643,0.2568136285100348,-2.75652138387858,0.5260790984023755,-0.7631985250954272,-0.15818934734194579,0.7486740357620295,0.8287214315442202,-9.127400762166294,0.39548093156542174,4.828879612771122
11,0,1.683863622648204,-0.8928951026899741,-0.48451033703448804,0.18691639451394249,-0.3274169681110356,1.8135259673272448,0.7548259219831972,0.06946576663361975,-0.07657767479810168,6.582043808878282,4.7963998438410895,-3.7236540331473127
12,0,1.2795882440289295,-2.031387872424784,-0.3354113127449113,1.2252498991793597,1.3404685083601555,0.062412868906981826,0.34975169047510957,0.5197450415535766,-0.018085770251584254,-2.0574720402634297,-7.898612870762126,0.024397357418784186
13,0,1.605109196439307,-2.1735180526397944,0.45109301569557164,0.38890215397806444,1.5100674659695412,2.0208637294160923,0.8681242852654226,0.36770385662813265,-0.03337855629760718,8.869492037231467,-4.387260782949943,-6.253442928899066
14,0,0.6847611330498802,-1.8825842297598685,1.1160730075212415,1.7949435321819247,-0.5457152085972219,-0.3360965369469713,-0.10634863627770219,0.3375654948483495,0.45750187742201254,0.30462775332133146,-1.8300224089329273,2.604361383843383
15,0,2.067655859852799,-1.5538346008655506,0.5678634991222067,3.2360529313696347,0.15278776230385072,1.4959574665078375,0.8453054955817811,0.3129416214017995,-0.08836227237898556,-1.251278530794967,-0.7189997645509818,5.888276987645099
16,0,2.717755713463946,-0.2271570172885568,0.36020291757420836,0.8422322103012305,0.8156899994207963,-0.4885306568442016,1.2939292227454953,-0.05068513078325444,-0.26814927990834897,-5.090495859202106,0.8453980566994781,-0.7756773001880992
17,0,1.9013799296505338,-1.9326108724574076,-0.10309650070468601,0.5740916851633276,-0.9143672693470255,0.72656454410983,0.7116980699688624,0.005930653462299651,-0.00425897905920272,-0.5186549796824959,5.426062670693078,6.659233556387409
18,0,2.04268383781926,-1.047431985471193,-0.1197297040016686,-1.218579471803686,1.1794636367977223,2.3286563852239373,0.8821003347002144,0.21212812544616075,-0.09102729845319822,-3.7351772905846565,-0.6490432704690667,7.970624985489408
19,0,2.182205220271258,-1.0048007027747325,0.8972225141205246,2.49182685456317,0.9943704590741576,0.11443945323754545,0.8528666684616352,0.04246553382536161,-0.06261541357602736,0.17987191097400795,6.9341264309970585,7.177512584769465
20,0,1.2216044120258884,-2.342578619376592,-0.18123562411271976,0.7670995669343939,-1.494906485979957,-0.41461720897343296,0.2919440909400103,0.6145555412563599,0.3937217859187202,-3.4603864746900954,2.1526146806870154,0.9546376806121226
21,0,1.880913213401795,-2.5604489663707852,0.22641992101591832,0.9661630472366531,-0.3427138223128952,1.072220965906083,0.6400729700523038,0.05103076098979634,-0.025425094023715247,7.295004246085744,5.714469887266837,-5.155354270266551
22,0,0.8775073700798802,-2.487610099375196,0.5414324147097483,-1.6919130803811575,-1.4116397815463764,-0.1694908326153356,-0.191535230857857,0.5821664447046374,0.5646447623286622,-1.1024104370640082,3.0727951995176515,3.668611798488211
23,0,1.3269196554016274,-1.5438360264405455,0.4652579688439683,0.04135217873787875,-1.5947948820484323,1.1862826727331373,0.4560202233104151,0.32340174242775205,0.2979309476590005,2.2015696685274384,2.2718792090420497,4.1810479255906365
24,0,2.3359391555536693,-2.207897658928589,0.04719774843682731,1.073190075955924,-1.1870448436150802,-0.9636212104595883,0.7853133523599364,0.2752266600911808,0.2727603280042056,-8.978308620697971,2.050092122532534,4.714005721343194
25,0,1.8577006759863752,-2.6108113061226677,-0.3981452422154744,0.010037475622187347,0.823106295632964,-1.8408845019166111,0.33395804818463737,0.31849115911206766,0.32916996788286823,-4.56352311991078,7.919334156775305,3.7406746178412265
26,0,1.8215624532761965,-1.1811129091029566,0.2553094262769552,0.9394227735858065,1.0670304733256804,0.7672864309323835,0.4820827025215939,0.20691590203411553,0.1372909228452166,-4.234983626979104,-3.098853615473398,5.331545047224269
27,0,0.5298875405795356,-2.5012123337366834,0.8914981339350986,-0.24712498095058083,1.6992290318469894,1.077217648994065,0.7150006295026773,0.25607312940585375,0.3261489541560951,10.002198000806398,1.6536893646254311,7.111790927173436
28,0,1.9374323468386048,-1.7422544846900065,0.5784095286805557,-0.8467294748070431,0.20047908166897127,-0.8010658186563886,0.8290573467056712,0.29539600551003803,0.1725886719427533,-2.824380669847302,-1.5974813653444482,-1.4385047984571664
29,0,1.6427512854311046,-2.2642157954325834,0.11374036683474864,0.5777554166995638,-0.28413617365375493,-0.2865693934421194,0.10219449347420068,0.4359049795485187,0.5183743192234705,0.8602864189194976,-0.7680982511921026,3.8322878330687726
30,0,0.9221256182072712,-2.9010442631526097,0.26951021156416133,1.3771684563361097,2.0546992024370656,-1.938485221116691,0.7551677846372128,0.23078918529600195,0.267205951329163,1.2069994987595325,0.42748598140873606,-1.519030584714272
31,0,1.329771690344468,-1.7345884332822774,-0.012103483311351512,0.7626565673974705,-1.0691335886758868,-0.26846132972318004,0.4786494740562501,0.2879019265213153,0.13213571848858527,-5.723180183775584,3.380585252245902,0.9700717787003936
32,0,1.4018829096617222,-1.5640819809691484,0.7214261443509178,0.8419970943946526,0.17760392692512536,-0.4348241105277118,0.7899758352244733,0.20091707969020794,0.0743194729571483,-1.0450408975295375,-3.7528812782328327,-13.047147881954835
33,0,0.8215641160465417,-1.734702854430875,-0.5729469259140827,0.1864378559162866,-1.2715658593200359,-0.7918369019423543,0.17285252407130938,0.4999917719110788,0.25787791001698646,-3.320044863752173,-3.301636623998658,5.967185998162559
34,0,1.1769386664229295,-1.5981321546222942,0.13549956326225207,-2.0359551158245313,-1.0484257798073537,-0.4827683479282451,0.3393509696223185,0.3349423642602126,0.5571375738823248,-0.9464844880651545,-7.469685251099304,-7.38263907160758
35,0,1.8806782836570624,-0.8344548676532931,0.4809429955068759,0.3759231776527129,-0.3507940782318866,0.5978468287700173,0.9526773470501778,0.27555877731797906,-0.15811962667985785,4.117054111892537,-0.6613251673044819,10.153721802874822
36,0,0.9048595728245431,-2.450822794829093,1.0232018813317396,-0.18808859862770544,-0.04691436323878785,1.083189862534464,0.5573957815945751,0.2685926893701459,0.0691670591744673,-3.5144290443010706,-2.428375514409845,-1.8788672543694207
37,0,1.6191142262611815,-1.6984891159426359,-0.24025114825388352,1.5226373360949899,-0.7186307340647585,0.8556517551006794,0.5682806516918381,0.19303698501576383,0.19752997185623467,-0.8191606910124126,2.9971775736782114,-0.7828952283083273
38,0,2.2116057364675203,-1.742810134639888,0.04313134334010316,0.29911840624520225,0.1721817203055298,0.39087922954228055,0.6858505875108767,0.23430204151778802,0.14852813865480619,-4.300107787937045,-1.3692016791857797,4.093799897329364
39,0,1.540369747987809,-2.1771428533873576,-0.19253437484759528,0.15957171407063908,1.3117004537355474,-0.30199717676546756,0.4147355135742554,0.474480223398251,0.24711879850219945,-8.62495807102343,2.334414687068735,0.6101618836739385
40,0,2.177798670212122,-1.955793365268891,-0.08685147984410273,1.3685163758618089,0.8961854312007386,1.0586505257060828,0.801039633105594,0.23017085341816082,-0.1558913160634876,1.8581114763878006,4.732737916598836,9.955981927115747
41,0,1.441917957024292,-1.8846181709922525,-0.4728900664043987,1.2892955852207821,-1.7604498115098564,-2.295937480878458,0.7545388938756807,0.34846695546286055,0.33979843270502336,-5.340977845471788,9.575309175439461,-3.5509258887128468
42,0,2.293635439230549,-0.9584621722458107,-0.19382927184178417,1.726449234370373,-0.07403200226975915,-0.2368745868999893,0.9203480629901127,0.15447645758212142,-0.065670100835633,3.0979626270209746,0.9566961171113466,3.6325219817755325
43,0,-0.019857528716153316,-2.1853251881246294,-0.33870459509162265,0.7750906926480714,-0.1583831389682244,-0.20740361646771624,0.2683240155341644,0.3861816439317092,0.2902160807999278,-8.391367203757031,-4.84588849475715,4.655289191369774
44,0,0.9198673471271575,-1.2477108555371308,0.1429570444963523,-1.0910957079781087,1.0366590593698841,-0.007225476848174539,0.7591585776832881,0.2981414875185198,-0.10430713533670842,1.5492636369914128,-2.6795103285052697,-4.089502934179048
45,0,0.8270977642318265,-1.3839626860270957,0.624578316434429,1.5129691601615705,-0.5399705157084882,0.7801230499957686,0.40871427914081543,0.15308024076911658,0.2797087082062914,0.636965982256807,-6.41757023306203,5.49533421996297
46,0,2.1555292826615693,-1.691508114976088,-0.4632083637971578,-0.1189489891803805,-1.15994783059287,-0.8978331466631535,0.902872660891251,0.39845950208748626,-0.13017357348744618,-0.548942457636657,4.43456056293522,6.710291473261209
47,0,1.518861970062888,-1.9780900197293367,-0.28154181970143494,0.5893555878687148,0.8728971868956713,0.5678413612120076,0.596651819023323,0.20755571362383518,0.11427087092323604,-1.6105201031986143,-1.7278726283590267,-2.045312600557028
48,0,0.9915000843672801,-2.4277007238758634,-0.6028103340320248,0.281893949861051,-1.041033082927154,-0.5326372754449391,0.2912946185095799,0.400541339739054,0.2674620288633883,9.955287170522512,-1.3317340447451942,-3.8862091093551205
49,0,0.5063514200997259,-2.176774729499919,0.14403018831082537,-1.9307565024490378,-0.9441170978042053,-0.8783368767437045,0.5303770001495021,0.460107917865081,0.26034365766708606,-11.991744246764055,-0.8121886793343034,-1.4723832577520868
